"X.1","food_item","Region","Energy_kcal","Carbohydrates..available_g","Protein_g","Fat_g","Fibre_g","Phytate_mg","Ca_mg","Cu_mg","Fe_mg","I_µg","Mg_mg","Se_µg","Zn_mg","FE2_3.x","FoodName_3","X","ID_0","FoodName_0","ID_1","FoodName_1","ID_2","FoodName_2","ID_3","FE2_3.y","Description1","Desc1.ref","Description2"
160,"Onions","W",32,5.6,1.1,0.1,1.8,10,27,0.04,0.5,2,7,2,0.2,"A00HC#F28.A07HS","onions, raw",224,"FV","Fruits and Vegetables",2602,"Onions and products","1253.02","onions and shallots, dry (excluding dehydrated)","1253.02.01","A00HC#F28.A07HS","","",""
161,"Oranges, Mandarines","E",47,9.4,0.9,0.1,2.4,0,40,0.1,0.1,1,10,1,0.1,"A0DZB#F28.A07HS","oranges, raw",268,"FV","Fruits and Vegetables",2611,"Oranges, Mandarines and products","1323","oranges","1323.01","A0DZB#F28.A07HS","","",""
162,"Oranges, Mandarines","S",54.493307,9.2,0.8,0.1,3.2,0,30,0.1,0.3,1,8,1,0.22,"A0DZB#F28.A07HS","oranges, raw",268,"FV","Fruits and Vegetables",2611,"Oranges, Mandarines and products","1323","oranges","1323.01","A0DZB#F28.A07HS","","",""
163,"Oranges, Mandarines","W",45,8.9,0.8,0.3,1.7,10,32,0.05,0.1,1,11,1,0.1,"A0DZB#F28.A07HS","oranges, raw",268,"FV","Fruits and Vegetables",2611,"Oranges, Mandarines and products","1323","oranges","1323.01","A0DZB#F28.A07HS","","",""
164,"Palm Oil","E",862,0,0,100,0,0,6,0,0,0,0,0,0,"A037N#F02.A068M$F27.A016P$F28.A0C02","palm oil",191,"OT","Other foods",2577,"Palm Oil and products","2165","palm oil","2165.01","A037N#F02.A068M$F27.A016P$F28.A0C02","","",""
165,"Palm Oil","S",862,0,0,100,0,0,6,0,0,0,0,0,0,"A037N#F02.A068M$F27.A016P$F28.A0C02","palm oil",191,"OT","Other foods",2577,"Palm Oil and products","2165","palm oil","2165.01","A037N#F02.A068M$F27.A016P$F28.A0C02","","",""
166,"Palm Oil","W",895,0,0,99.4,0,0,3,0,0.4,0,0,0,0,"A037N#F02.A068M$F27.A016P$F28.A0C02","palm oil",191,"OT","Other foods",2577,"Palm Oil and products","2165","palm oil","2165.01","A037N#F02.A068M$F27.A016P$F28.A0C02","","",""
167,"Palmkernel Oil","E",884.321223,0,0,100,0,0,6,0,0,0,0,0,0,"A037P#F02.A068M$F27.A016N$F28.A0C02","palm kernel oil",190,"OT","Other foods",2576,"Palmkernel Oil and products","21691.14","oil of palm kernel","21691.14.01","A037P#F02.A068M$F27.A016N$F28.A0C02","","",""
168,"Palmkernel Oil","S",884.321223,0,0,100,0,0,6,0,0,0,0,0,0,"A037P#F02.A068M$F27.A016N$F28.A0C02","palm kernel oil",190,"OT","Other foods",2576,"Palmkernel Oil and products","21691.14","oil of palm kernel","21691.14.01","A037P#F02.A068M$F27.A016N$F28.A0C02","","",""
169,"Palmkernel Oil","W",884.321223,0,0,100,0,0,3,0,0.4,0,0,0,0,"A037P#F02.A068M$F27.A016N$F28.A0C02","palm kernel oil",190,"OT","Other foods",2576,"Palmkernel Oil and products","21691.14","oil of palm kernel","21691.14.01","A037P#F02.A068M$F27.A016N$F28.A0C02","","",""
170,"Peas","E",84,10.1,5.4,0.2,5.5,28,27,0.2,1.5,2,39,0,1.2,"A013J#F28.A07HS","peas, dried, raw",119,"PB","Pulses and Beans",2547,"Peas and products","1705","peas, dry","1705.01","A013J#F28.A07HS","","",""
171,"Peas","S",88.671128,8.3,5.5,0.8,6.3,28,20,0.17,1.7,2,28,0,0.87,"A013J#F28.A07HS","peas, dried, raw",119,"PB","Pulses and Beans",2547,"Peas and products","1705","peas, dry","1705.01","A013J#F28.A07HS","","",""
172,"Peas","W",88.671128,8.3,5.5,0.8,6.3,28,20,0.17,1.7,2,28,0,0.87,"A013J#F28.A07HS","peas, dried, raw",119,"PB","Pulses and Beans",2547,"Peas and products","1705","peas, dry","1705.01","A013J#F28.A07HS","","",""
173,"Pelagic Fish","E",98,0,18.1,2.4,0,0,7,0,0.3,32,21,37,0.3,"A02CT#F28.A07HS$F10.A166Y","mackerel, fresh, raw",538,"AP","Animal Products",2763,"Pelagic Fish","1527","pelagic fish, fresh","1527.01","A02CT#F28.A07HS$F10.A166Y","","",""
174,"Pelagic Fish","S",196.70172,0,20.1,13,0,0,29,0.03,0.8,32,29,37,0.5,"A02CT#F28.A07HS$F10.A166Y","mackerel, fresh, raw",538,"AP","Animal Products",2763,"Pelagic Fish","1527","pelagic fish, fresh","1527.01","A02CT#F28.A07HS$F10.A166Y","","",""
175,"Pelagic Fish","W",133,5.9,21.1,2.8,0,0,50,0.06,1.8,32,26,37,0.5,"A02CT#F28.A07HS$F10.A166Y","mackerel, fresh, raw",538,"AP","Animal Products",2763,"Pelagic Fish","1527","pelagic fish, fresh","1527.01","A02CT#F28.A07HS$F10.A166Y","","",""
176,"Pepper","E",336.759082,38.3,10.9,3.3,26.5,0,437,1.13,28.9,0,194,3.1,1.42,"A019C#F02.A0ELF$F01.A05TT$F27.A019C","pepper, black",353,"OT","Other foods",2640,"Pepper and products","1651","pepper (piper spp.), raw","1651.01","A019C#F02.A0ELF$F01.A05TT$F27.A019C","","",""
177,"Pepper","S",336.759082,38.3,10.9,3.3,26.5,0,437,1.13,28.9,0,194,3.1,1.42,"A019C#F02.A0ELF$F01.A05TT$F27.A019C","pepper, black",353,"OT","Other foods",2640,"Pepper and products","1651","pepper (piper spp.), raw","1651.01","A019C#F02.A0ELF$F01.A05TT$F27.A019C","","",""
178,"Pepper","W",228,38.3,10.9,3.3,26.5,0,437,1.13,28.9,0,194,3.1,1.4,"A019C#F02.A0ELF$F01.A05TT$F27.A019C","pepper, black",353,"OT","Other foods",2640,"Pepper and products","1651","pepper (piper spp.), raw","1651.01","A019C#F02.A0ELF$F01.A05TT$F27.A019C","","",""
179,"Pigmeat","E",537,0,19.6,50.2,0,0,18,0.1,0.8,1,17,6,2.1,"A01RG#F28.A07HS","pig meat, without bones, fresh, raw",388,"AP","Animal Products",2733,"Pigmeat and products","21113.02","meat of pig boneless, fresh or chilled","21113.02.01","A01RG#F28.A07HS$F20.A07QM","","",""
180,"Pigmeat","S",366.873804,0,13.9,35.1,0,0,19,0.06,0.7,1,13,6,1.59,"A01RG#F28.A07HS","pig meat, without bones, fresh, raw",388,"AP","Animal Products",2733,"Pigmeat and products","21113.02","meat of pig boneless, fresh or chilled","21113.02.01","A01RG#F28.A07HS$F20.A07QM","","",""
181,"Pigmeat","W",405,0,12.6,39.4,0,0,11,0.09,1.9,1,12,6,3.2,"A01RG#F28.A07HS","pig meat, without bones, fresh, raw",388,"AP","Animal Products",2733,"Pigmeat and products","21113.02","meat of pig boneless, fresh or chilled","21113.02.01","A01RG#F28.A07HS$F20.A07QM","","",""
182,"Pimento","E",27,4.1,1,0.3,1.7,35,9,0.4,0.4,1,11,0.5,0.1,"A019K#F28.A07HS","peppers, dried, raw",355,"FV","Fruits and Vegetables",2641,"Pimento and products","1652","chillies and peppers, dry (capsicum spp. and pimenta spp.), raw","1652.02","A019K#F28.A07HS","","",""
183,"Pimento","S",31.548757,4.4,0.9,0.2,2,35,9,0.07,0.5,1,10,0.5,0.12,"A00HZ#F28.A07HS","pepper, raw",354,"FV","Fruits and Vegetables",2641,"Pimento and products","1652","chillies and peppers, dry (capsicum spp. and pimenta spp.), raw","1652.01","A00HZ#F28.A07HS","","",""
184,"Pimento","W",26,4.2,1.8,0.3,3.5,30,33,0.1,1.2,1,42,0.5,0.3,"A00HZ#F28.A07HS","pepper, raw",354,"FV","Fruits and Vegetables",2641,"Pimento and products","1652","chillies and peppers, dry (capsicum spp. and pimenta spp.), raw","1652.01","A00HZ#F28.A07HS","","",""
185,"Pineapples","E",48,11.2,0.5,0.1,1.4,0,7,0.1,0.4,0,14,0,0.1,"A01LP#F28.A07HS","pineapple, raw",289,"FV","Fruits and Vegetables",2618,"Pineapples and products","1318","pineapples","1318.01","A01LP#F28.A07HS","","",""
186,"Pineapples","S",59.034416,12.1,0.4,0.1,1.8,0,4,0.04,0.3,0,10,0,0.03,"A01LP#F28.A07HS","pineapple, raw",289,"FV","Fruits and Vegetables",2618,"Pineapples and products","1318","pineapples","1318.01","A01LP#F28.A07HS","","",""
187,"Pineapples","W",56,12.1,0.4,0.3,1.4,0,22,0.33,0.5,0,9,0,2.2,"A01LP#F28.A07HS","pineapple, raw",289,"FV","Fruits and Vegetables",2618,"Pineapples and products","1318","pineapples","1318.01","A01LP#F28.A07HS","","",""
188,"Plantains","E",149,34.3,1.1,0.3,2.3,0,7,0.08,1.1,2,37,2,0.1,"A01LE#F28.A07HS","plantain, raw",285,"FV","Fruits and Vegetables",2616,"Plantains and products","1313","plantains and others","1313.01","A01LE#F28.A07HS","","",""
189,"Plantains","S",149,34.3,1.1,0.3,2.3,0,7,0.08,1.1,2,37,2,0.1,"A01LE#F28.A07HS","plantain, raw",285,"FV","Fruits and Vegetables",2616,"Plantains and products","1313","plantains and others","1313.01","A01LE#F28.A07HS","","",""
190,"Plantains","W",149,34.3,1.1,0.3,2.3,0,7,0.08,1.1,2,37,2,0.1,"A01LE#F28.A07HS","plantain, raw",285,"FV","Fruits and Vegetables",2616,"Plantains and products","1313","plantains and others","1313.01","A01LE#F28.A07HS","","",""
191,"Potatoes","E",58,12.4,2.6,0.1,2.5,147,30,0.4,3.2,2,23,2,0.4,"A00ZT#F28.A07HS","potatoes, raw",77,"RT","Roots and Tubers",2531,"Potatoes and products","1510","potatoes","1510.01","A00ZT#F28.A07HS","","",""
192,"Potatoes","S",77.676864,15.9,1.5,0.1,1.5,147,6,0.09,1.2,2,15,2,0.29,"A00ZT#F28.A07HS","potatoes, raw",77,"RT","Roots and Tubers",2531,"Potatoes and products","1510","potatoes","1510.01","A00ZT#F28.A07HS","","",""
193,"Potatoes","W",82,17.3,1.9,0.1,1.8,147,10,0.09,0.8,2,27,2,0.3,"A00ZT#F28.A07HS","potatoes, raw",77,"RT","Roots and Tubers",2531,"Potatoes and products","1510","potatoes","1510.01","A00ZT#F28.A07HS","","",""
194,"Poultry Meat","E",200,0,18.8,13.2,0,0,9,0.1,1,0,14,12,1.3,"A01SP#F28.A07HS","chicken meat, fresh, raw",391,"AP","Animal Products",2734,"Poultry Meat and products","21121","meat of chickens, fresh or chilled","21121.01","A01SP#F28.A07HS","","",""
195,"Poultry Meat","S",117.351816,0,23,2.7,0,0,14,0.06,1.1,0,28,12,0.74,"A01SP#F28.A07HS","chicken meat, fresh, raw",391,"AP","Animal Products",2734,"Poultry Meat and products","21121","meat of chickens, fresh or chilled","21121.01","A01SP#F28.A07HS","","",""
196,"Poultry Meat","W",136,0,20.6,6,0,0,12,0.04,1.2,0,25,12,1,"A01SP#F28.A07HS","chicken meat, fresh, raw",391,"AP","Animal Products",2734,"Poultry Meat and products","21121","meat of chickens, fresh or chilled","21121.01","A01SP#F28.A07HS","","",""
197,"Pulses, Other","E",343,62.8,21.7,1.5,15,1154,104,0.8,4.4,0,125,6.4,2.9,"A013P#F28.A07HS","pigeon peas, dried, raw",125,"PB","Pulses and Beans",2549,"Pulses, Other and products","1707","pigeon peas, dry","1707.01","A013P#F28.A07HS","","",""
198,"Pulses, Other","S",354.923518,41.2,28.1,1,15.9,1154,51,0.85,9,0,107,6.4,3.61,"A013Q#F28.A07HS","lentils, dried, raw",122,"PB","Pulses and Beans",2549,"Pulses, Other and products","1704","lentils, dry","1704.01","A013Q#F28.A07HS","","",""
199,"Pulses, Other","W",335,54.7,21.1,1.2,10.6,1154,84,0.08,7.8,0,41,8,8,"A013N#F28.A07HS","cow peas, dried, raw",123,"PB","Pulses and Beans",2549,"Pulses, Other and products","1706","cow peas, dry","1706.01","A013N#F28.A07HS","","",""
200,"Rape and Mustard Oil","E",862,0,0,100,0,0,0,0,0,0,0,0,0,"A036V#F02.A068M$F27.A015M$F28.A0C02","rape seed oil",187,"OT","Other foods",2574,"Rape and Mustard Oil and products","21641.01","rapeseed or canola oil , crude","21641.01.01","A036V#F02.A068M$F27.A015M$F28.A0C02","","",""
201,"Rape and Mustard Oil","S",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A036V#F02.A068M$F27.A015M$F28.A0C02","rape seed oil",187,"OT","Other foods",2574,"Rape and Mustard Oil and products","21641.01","rapeseed or canola oil , crude","21641.01.01","A036V#F02.A068M$F27.A015M$F28.A0C02","","",""
202,"Rape and Mustard Oil","W",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A036V#F02.A068M$F27.A015M$F28.A0C02","rape seed oil",187,"OT","Other foods",2574,"Rape and Mustard Oil and products","21641.01","rapeseed or canola oil , crude","21641.01.01","A036V#F02.A068M$F27.A015M$F28.A0C02","","",""
203,"Rice (Milled Equivalent)","E",358,79.8,6.5,0.5,0.8,352,8,0.1,0.6,8,36,2.4,1.1,"A001D#F28.A07HS$F10.A0F2R","rice grain, white, raw",21,"CE","Cereals",2805,"Rice and products","23161.01","rice, milled (husked) ","23161.01.01","A001D#F28.A07HS$F10.A0F2R","Rice, Milled (Husked): White rice milled from imported husked rice. Includes semi-milled, whole-milled and parboiled rice.","FAOSTAT Commodity List (FCL)",""
204,"Rice (Milled Equivalent)","E",358,79.8,6.5,0.5,0.8,352,8,0.1,0.6,8,36,2.4,1.1,"A001D#F28.A07HS$F10.A0F2R","rice grain, white, raw",22,"CE","Cereals",2805,"Rice and products","23161.02","rice, milled ","23161.02.01","A001D#F28.A07HS$F10.A0F2R","Rice, Milled: White rice milled from locally grown paddy. Includes semi-milled, whole-milled and parboiled rice.","FAOSTAT Commodity List (FCL)",""
205,"Rice (Milled Equivalent)","S",362,77.7,6,1.4,2.4,352,10,0.13,0.4,8,35,2.4,0.8,"A003F#F10.A0F2R","rice flour, white",19,"CE","Cereals",2805,"Rice and products","23120.01","flour of rice","23120.01.01","A003F#F10.A0F2R","","",""
206,"Rice (Milled Equivalent)","W",346,76.9,7.3,0.4,2.8,352,11,0.01,2.6,8,35,2.4,1.2,"A001D#F28.A07HS$F10.A0F2R","rice grain, white, raw",21,"CE","Cereals",2805,"Rice and products","23161.01","rice, milled (husked) ","23161.01.01","A001D#F28.A07HS$F10.A0F2R","Rice, Milled (Husked): White rice milled from imported husked rice. Includes semi-milled, whole-milled and parboiled rice.","FAOSTAT Commodity List (FCL)",""
207,"Rice (Milled Equivalent)","W",346,76.9,7.3,0.4,2.8,352,11,0.01,2.6,8,35,2.4,1.2,"A001D#F28.A07HS$F10.A0F2R","rice grain, white, raw",22,"CE","Cereals",2805,"Rice and products","23161.02","rice, milled ","23161.02.01","A001D#F28.A07HS$F10.A0F2R","Rice, Milled: White rice milled from locally grown paddy. Includes semi-milled, whole-milled and parboiled rice.","FAOSTAT Commodity List (FCL)",""
208,"Roots, Other","E",112,22.4,1.5,0.2,4.1,78,43,0.2,0.1,0,33,1,0.2,"A010B#F28.A07HS","taros, raw",91,"RT","Roots and Tubers",2534,"Roots, Other and products","1550","taro ","1550.01","A010B#F28.A07HS","","",""
209,"Roots, Other","S",115.43977,22.4,1.5,0.2,4.1,78,43,0.17,0.6,0,33,1,0.23,"A010B#F28.A07HS","taros, raw",91,"RT","Roots and Tubers",2534,"Roots, Other and products","1550","taro ","1550.01","A010B#F28.A07HS","","",""
210,"Roots, Other","W",95,19.7,1.8,0.1,4.1,78,51,0.17,1.2,0,33,1,0.2,"A010B#F28.A07HS","taros, raw",91,"RT","Roots and Tubers",2534,"Roots, Other and products","1550","taro ","1550.01","A010B#F28.A07HS","","",""
211,"Rye","E",339,60.4,13.7,1.9,12.2,282,15,0.1,1.2,10,22,35.3,0.7,"A001K#F28.A07HS$F10.A06HR","rye grain, unrefined, raw ",42,"CE","Cereals",2515,"Rye and products","116","rye","116.01","A001K#F28.A07HS$F10.A06HR","","",""
212,"Rye","S",351.099426,59.9,11.9,1.8,10.7,282,8,0.27,2.4,10,68,35.3,1.92,"A001K#F28.A07HS$F10.A06HR","rye grain, unrefined, raw ",42,"CE","Cereals",2515,"Rye and products","116","rye","116.01","A001K#F28.A07HS$F10.A06HR","","",""
213,"Rye","W",351.099426,59.9,11.9,1.8,10.7,282,8,0.1,2,10,68,35.3,4,"A001K#F28.A07HS$F10.A06HR","rye grain, unrefined, raw ",42,"CE","Cereals",2515,"Rye and products","116","rye","116.01","A001K#F28.A07HS$F10.A06HR","","",""
214,"Sesameseed","E",573,6.6,17.7,49.7,16.9,4710,975,4.1,14.6,0,351,5.7,7.8,"A015K#F02.A066S$F01.A05RY$F27.A015K","sesame seeds",164,"PB","Pulses and Beans",2561,"Sesame seed and products","1444","sesame seed","1444.01","A015K#F02.A066S$F01.A05RY$F27.A015K","","",""
215,"Sesameseed","S",630.01912,6.4,26.4,54.8,3,4710,131,2.15,7.8,0,347,5.7,10.25,"A015K#F02.A066S$F01.A05RY$F27.A015K","sesame seeds",164,"PB","Pulses and Beans",2561,"Sesame seed and products","1444","sesame seed","1444.01","A015K#F02.A066S$F01.A05RY$F27.A015K","","",""
216,"Sesameseed","W",600,18.6,18.5,49.4,3.7,4710,1150,2.15,15.5,0,347,5.7,10.25,"A015K#F02.A066S$F01.A05RY$F27.A015K","sesame seeds",164,"PB","Pulses and Beans",2561,"Sesame seed and products","1444","sesame seed","1444.01","A015K#F02.A066S$F01.A05RY$F27.A015K","","",""
217,"Sesameseed Oil","E",884,0,0,100,0,0,0,0,0,0,0,0,0,"A037C#F02.A068M$F27.A015K$F28.A0C02","sesame seed oil",195,"PB","Pulses and Beans",2579,"Sesameseed Oil and products","21691.07","oil of sesame seed","21691.07.01","A037C#F02.A068M$F27.A015K$F28.A0C02","","",""
218,"Sesameseed Oil","S",884,0,0,100,0,0,0,0,0,0,0,0,0,"A037C#F02.A068M$F27.A015K$F28.A0C02","sesame seed oil",195,"PB","Pulses and Beans",2579,"Sesameseed Oil and products","21691.07","oil of sesame seed","21691.07.01","A037C#F02.A068M$F27.A015K$F28.A0C02","","",""
219,"Sesameseed Oil","W",884,0,0,100,0,0,0,0,0,0,0,0,0,"A037C#F02.A068M$F27.A015K$F28.A0C02","sesame seed oil",195,"PB","Pulses and Beans",2579,"Sesameseed Oil and products","21691.07","oil of sesame seed","21691.07.01","A037C#F02.A068M$F27.A015K$F28.A0C02","","",""
220,"Sorghum","E",339,65.6,11.3,3.3,9,439,15,0.3,4.1,10,34,12.9,0.8,"A001L#F28.A07HS","sorghum grain, raw",53,"CE","Cereals",2518,"Sorghum and products","114","sorghum","114.01","A001L#F28.A07HS","","",""
221,"Sorghum","S",339,65.6,11.3,3.3,9,439,15,0.3,4.1,10,34,12.9,0.8,"A001L#F28.A07HS","sorghum grain, raw",53,"CE","Cereals",2518,"Sorghum and products","114","sorghum","114.01","A001L#F28.A07HS","","",""
222,"Sorghum","W",383,75.8,11,3.1,3.7,489,27,0.59,8.7,10,559,13,1.6,"A001L#F28.A07HS","sorghum grain, raw",53,"CE","Cereals",2518,"Sorghum and products","114","sorghum","114.01","A001L#F28.A07HS","","",""
223,"Soyabean Oil","E",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A036X#F02.A068M$F27.A015P$F28.A0C02","soybean oil",184,"PB","Pulses and Beans",2571,"Soyabean Oil and products","2161","soya bean oil","2161.01","A036X#F02.A068M$F27.A015P$F28.A0C02","","",""
224,"Soyabean Oil","S",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A036X#F02.A068M$F27.A015P$F28.A0C02","soybean oil",184,"PB","Pulses and Beans",2571,"Soyabean Oil and products","2161","soya bean oil","2161.01","A036X#F02.A068M$F27.A015P$F28.A0C02","","",""
225,"Soyabean Oil","W",884.321223,0,0,100,0,0,0,0,0.1,0,0,0,0,"A036X#F02.A068M$F27.A015P$F28.A0C02","soybean oil",184,"PB","Pulses and Beans",2571,"Soyabean Oil and products","2161","soya bean oil","2161.01","A036X#F02.A068M$F27.A015P$F28.A0C02","","",""
226,"Soyabeans","E",415,21,36.5,20,9.3,1473,278,1.7,15.8,6,280,14,5,"A0DCH#F28.A07HS","soybeans, dried, raw",148,"PB","Pulses and Beans",2555,"Soyabeans and products","141","soya beans","141.01","A0DCH#F28.A07HS","","",""
227,"Soyabeans","S",446.940726,17.7,36.5,19.9,12.5,1473,277,1.66,15.7,6,280,14,4.89,"A0DCH#F28.A07HS","soybeans, dried, raw",148,"PB","Pulses and Beans",2555,"Soyabeans and products","141","soya beans","141.01","A0DCH#F28.A07HS","","",""
228,"Soyabeans","W",397,20.8,33.2,16.6,15.7,1473,247,1.48,8.3,6,245,14,4.7,"A0DCH#F28.A07HS","soybeans, dried, raw",148,"PB","Pulses and Beans",2555,"Soyabeans and products","141","soya beans","141.01","A0DCH#F28.A07HS","","",""
229,"Spices, Other","E",382.887189,43.8,7.8,9.9,21.1,0,183,0.6,41.4,0,193,4.5,4.35,"A01AC#F02.A0F0F$F01.A05VM$F27.A01AC","turmeric roots",362,"OT","Other foods",2645,"Spices, Other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.01","A01AC#F02.A0F0F$F01.A05VM$F27.A01AC","","",""
230,"Spices, Other","S",382.887189,43.8,7.8,9.9,21.1,0,183,0.6,41.4,0,193,4.5,4.35,"A01AC#F02.A0F0F$F01.A05VM$F27.A01AC","turmeric roots",362,"OT","Other foods",2645,"Spices, Other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.01","A01AC#F02.A0F0F$F01.A05VM$F27.A01AC","","",""
231,"Spices, Other","W",382.887189,43.8,7.8,9.9,21.1,0,183,0.6,7,0,193,4.5,1,"A01AC#F02.A0F0F$F01.A05VM$F27.A01AC","turmeric roots",362,"OT","Other foods",2645,"Spices, Other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.01","A01AC#F02.A0F0F$F01.A05VM$F27.A01AC","","",""
232,"Sugar (Raw Equivalent)","E",387,99.9,0,0,0,0,1,0,0.1,0,0,0,0,"A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","sugar, white",100,"OT","Other foods",2542,"Sugar (Raw Equivalent) and products","23520","refined sugar","23520.01","A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","Sugar, Refined: Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar.","FAOSTAT Commodity List (FCL)",""
233,"Sugar (Raw Equivalent)","S",405.831739,99.9,0,0,0,0,1,0.04,0.1,0,0,0,0.03,"A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","sugar, white",100,"OT","Other foods",2542,"Sugar (Raw Equivalent) and products","23520","refined sugar","23520.01","A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","Sugar, Refined: Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar.","FAOSTAT Commodity List (FCL)",""
234,"Sugar (Raw Equivalent)","W",369,92.2,0,0,0,0,10,0.12,0.2,0,2,0,0.1,"A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","sugar, white",100,"OT","Other foods",2542,"Sugar (Raw Equivalent) and products","23520","refined sugar","23520.01","A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","Sugar, Refined: Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar.","FAOSTAT Commodity List (FCL)",""
235,"Sugar Beet","E",40.630975,5.8,1.6,0.1,2.4,0,17,0.08,0.8,0,26,0.7,0.29,"A010T#F28.A07HS","beetroots, sugar, raw",97,"OT","Other foods",2537,"Sugar beet and products","1801","sugar beet","1801.01","A010T#F28.A07HS","","",""
236,"Sugar Beet","S",40.630975,5.8,1.6,0.1,2.4,0,17,0.08,0.8,0,26,0.7,0.29,"A010T#F28.A07HS","beetroots, sugar, raw",97,"OT","Other foods",2537,"Sugar beet and products","1801","sugar beet","1801.01","A010T#F28.A07HS","","",""
237,"Sugar Beet","W",40.630975,5.8,1.6,0.1,2.4,0,17,0.1,0.8,0,26,0.7,0.4,"A010T#F28.A07HS","beetroots, sugar, raw",97,"OT","Other foods",2537,"Sugar beet and products","1801","sugar beet","1801.01","A010T#F28.A07HS","","",""
238,"Sugar Cane","E",26,6.8,0,0,0,0,6,0,0.1,0,2,0,0,"A010V#F02.A0ELH$F01.A05QL$F27.A010V","sugar canes",96,"OT","Other foods",2536,"Sugar cane and products","1802","sugar cane","1802.01","A010V#F02.A0ELH$F01.A05QL$F27.A010V","","",""
239,"Sugar Cane","S",26,6.8,0,0,0,0,6,0,0.1,0,2,0,0,"A010V#F02.A0ELH$F01.A05QL$F27.A010V","sugar canes",96,"OT","Other foods",2536,"Sugar cane and products","1802","sugar cane","1802.01","A010V#F02.A0ELH$F01.A05QL$F27.A010V","","",""
240,"Sugar Cane","W",60,14,1,0,2,0,10,0,0,0,2,0,0,"A010V#F02.A0ELH$F01.A05QL$F27.A010V","sugar canes",96,"OT","Other foods",2536,"Sugar cane and products","1802","sugar cane","1802.01","A010V#F02.A0ELH$F01.A05QL$F27.A010V","","",""
241,"Sugar, Non-Centrifugal","E",56,14.6,0,0,0,0,13,0.1,0.3,0,4,0,0,"A033Z#F27.A010V","syrups, sugar cane",98,NA,NA,2541,"Sugar non-centrifugal and products","23511.02","cane sugar, non-centrifugal","23511.02.01","A033Z#F27.A010V","Sugar, Non-Centrifugal: Generally derived from sugar cane through traditional methods without centrifugation.","FAOSTAT Commodity List (FCL)",""
242,"Sugar, Non-Centrifugal","S",56,14.6,0,0,0,0,13,0.1,0.3,0,4,0,0,"A033Z#F27.A010V","syrups, sugar cane",98,NA,NA,2541,"Sugar non-centrifugal and products","23511.02","cane sugar, non-centrifugal","23511.02.01","A033Z#F27.A010V","Sugar, Non-Centrifugal: Generally derived from sugar cane through traditional methods without centrifugation.","FAOSTAT Commodity List (FCL)",""
243,"Sugar, Non-Centrifugal","W",56,14.6,0,0,0,0,13,0.1,0.3,0,4,0,0,"A033Z#F27.A010V","syrups, sugar cane",98,NA,NA,2541,"Sugar non-centrifugal and products","23511.02","cane sugar, non-centrifugal","23511.02.01","A033Z#F27.A010V","Sugar, Non-Centrifugal: Generally derived from sugar cane through traditional methods without centrifugation.","FAOSTAT Commodity List (FCL)",""
244,"Sunflowerseed","E",588,12.2,26.4,54.8,10.1,5160,131,1.5,7.8,0,347,59.5,10.3,"A015L#F28.A07KG","sunflower seeds, dried",156,"OT","Other foods",2557,"Sunflower seed and products","1445","sunflower seed","1445.01","A015L#F28.A07KG","","",""
245,"Sunflowerseed","S",607.552581,12.2,22.8,49.6,6.6,5160,116,1.75,6.8,0,354,59.5,5.06,"A015L#F28.A07KG","sunflower seeds, dried",156,"OT","Other foods",2557,"Sunflower seed and products","1445","sunflower seed","1445.01","A015L#F28.A07KG","","",""
246,"Sunflowerseed","W",607.552581,12.2,22.8,49.6,6.6,5160,116,1.5,7.8,0,354,59.5,10.3,"A015L#F28.A07KG","sunflower seeds, dried",156,"OT","Other foods",2557,"Sunflower seed and products","1445","sunflower seed","1445.01","A015L#F28.A07KG","","",""
247,"Sunflowerseed Oil","E",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A037D#F02.A068M$F27.A015L$F28.A0C02","sunflower oil",186,"OT","Other foods",2573,"Sunflowerseed Oil and products","21631.01","sunflower-seed oil, crude","21631.01.01","A037D#F02.A068M$F27.A015L$F28.A0C02","","",""
248,"Sunflowerseed Oil","S",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A037D#F02.A068M$F27.A015L$F28.A0C02","sunflower oil",186,"OT","Other foods",2573,"Sunflowerseed Oil and products","21631.01","sunflower-seed oil, crude","21631.01.01","A037D#F02.A068M$F27.A015L$F28.A0C02","","",""
